,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count,noun_count,adj_count,verb_count,adv_count
10,11,1,"Dear people acknowledge the great advances that computers give us, but they also put us at disadvantages. Computers have been known to help develop health issues. As people become more intune with the online world, they tend to interact with their family less. Don't forget the danger of online predators - they're deadly. people who do nothing, but watch television are often refered to as cauch potatoes. Those who are glued to their computer screens are no better. It is stated by numerous of top doctors that too much time spent on the computer can cause damage to your health. Exercise is highly stressed by doctors around the globe and the only exercise a computer addict will be doing is typing up a storm. They can submerge themselves into obesity. This often causes depression as it begins to sink in. Addition itself is a serious health issue. I wouldn't be surprised if they add a computer wing to rehab centers sometime in the near future. These problems are slowly spreading and we must come together to abolish them! Family time is an treasured value, to the people, but lately, computers are ruining this tradition. With so people absorbed with online drama, friends, and even video games, family interaction is declining. People slowly remove themselves from reality and enter an alternate world of cyberspace. They only emerge from their rooms to use the bathroom and eat, scarcely resting. This can cause great tension or sorrow in families. Who can erase the horrifying stories of abduction from their memories? Online predators are highly dangerous and extremely clever. Your children could be talking to someone they believe is another teenager looking for a friend to console in when, really, they are a forty-year-old serial killer waiting to find the right time to attack. Studies show that one fourth of online users have had an encounter with a dangerous person.",6,Dear people acknowledge great advances computers give us  also put us disadvantages  Computers known help develop health issues  As people become intune online world  tend interact family less  Do nt forget danger online predators  re deadly  people nothing  watch television often refered cauch potatoes  Those glued computer screens better  It stated numerous top doctors much time spent computer cause damage health  Exercise highly stressed doctors around globe exercise computer addict typing storm  They submerge obesity  This often causes depression begins sink  Addition serious health issue  I would nt surprised add computer wing rehab centers sometime near future  These problems slowly spreading must come together abolish  Family time treasured value  people  lately  computers ruining tradition  With people absorbed online drama  friends  even video games  family interaction declining  People slowly remove reality enter alternate world cyberspace  They emerge rooms use bathroom eat  scarcely resting  This cause great tension sorrow families  Who erase horrifying stories abduction memories  Online predators highly dangerous extremely clever  Your children could talking someone believe another teenager looking friend console  really  fortyyearold serial killer waiting find right time attack  Studies show one fourth online users encounter dangerous person ,1533,320,22,4.790625,14,80,70,30,20
11,12,1,Dear I feel that computers do take away from peoples life and arent as important than the other factors of life. First of all you know that the world is becoming obease because of lack of exercise. Also people don't realize that warming is becomeing a big problum. Finally familys arn't as close as they used to be. these are all the reasons why computers arn't important to human socioty. First of the world is becomeing obease and cumputers play a huge part in this. Computers don't make people exercise they basicly just sit down on there couch and use the computer this won't help amarica get back into shape. Also computers become a habbit if a person uses a computer everyday of there life it will become an addiction then they won't be able to stop. Finally when people use the computer they don't realize the lack exersise there getting. This is the first reason why computeres are a bad thing. Next warming is mealting the polar ice caps. Computers play a part in warming because they use electricty and thjen the electrisity melts the polar ice caps. If this keeps happining then they will all melt and we will not have a shorline and half of the world will be fluded. Finally computers play a huge part in warming because of the fact that they are so popular. This is another reason why computers are bad. Finally the last reason why computers are bad is because they take away from your family life. For instance there are more and more familys splitting up now and sientest sat that of the time it's because of technolagy. When on peroson is on the computer the other people feel that they love the computer more than they love themselfs. Then they split up for good. This is the last reason why I feel computers are bad. In conclution you can see that computeres are a bad thing. First of all you can see that amarica is becomeing obease because of the computers. Also computers are causeing warming and are eventually goung to flood the earth. And last but not least computers take away from peoples family life and cause them to split up and become unhappy. These are all the reasons why computers are bad.,6,Dear I feel computers take away peoples life arent important factors life  First know world becoming obease lack exercise  Also people nt realize warming becomeing big problum  Finally familys ar nt close used  reasons computers ar nt important human socioty  First world becomeing obease cumputers play huge part  Computers nt make people exercise basicly sit couch use computer wo nt help amarica get back shape  Also computers become habbit person uses computer everyday life become addiction wo nt able stop  Finally people use computer nt realize lack exersise getting  This first reason computeres bad thing  Next warming mealting polar ice caps  Computers play part warming use electricty thjen electrisity melts polar ice caps  If keeps happining melt shorline half world fluded  Finally computers play huge part warming fact popular  This another reason computers bad  Finally last reason computers bad take away family life  For instance familys splitting sientest sat time s technolagy  When peroson computer people feel love computer love themselfs  Then split good  This last reason I feel computers bad  In conclution see computeres bad thing  First see amarica becomeing obease computers  Also computers causeing warming eventually goung flood earth  And last least computers take away peoples family life cause split become unhappy  These reasons computers bad ,1706,393,25,4.340966921119593,35,91,86,39,29
12,13,1,Dear local newspaper I raed ur argument on the computers and I think they are a positive effect on people. The first reson I think they are a good effect is because you can do so much with them like if you live in mane and ur cuzin lives in califan you and him could have a wed chat. The second thing you could do is look up news any were in the world you could be stuck on a plane and it would be vary boring when you can take but ur computer and go on ur computer at work and start doing work. When you said it takes away from exirsis well some people use the computer for that too to chart how fast they run or how meny miles they want and sometimes what they eat. The thrid reson is some peolpe jobs are on the computers or making computers for exmple when you made this artical you didnt use a type writer you used a computer and printed it out if we didnt have computers it would make ur a lot harder. Thank you for reading and whe you are thinking adout it agen pleas consiter my thrie resons.,5,Dear local newspaper I raed ur argument computers I think positive effect people  The first reson I think good effect much like live mane ur cuzin lives califan could wed chat  The second thing could look news world could stuck plane would vary boring take ur computer go ur computer work start work  When said takes away exirsis well people use computer chart fast run meny miles want sometimes eat  The thrid reson peolpe jobs computers making computers exmple made artical didnt use type writer used computer printed didnt computers would make ur lot harder  Thank reading whe thinking adout agen pleas consiter thrie resons ,792,203,6,3.9014778325123154,24,42,43,16,8
13,14,1,My three detaileds for this news paper article is one state you opinion about the effects of computers. Seconde give detailed resons that will persuade of the local newspaper to agree with yor postition. This are my three ideas to the news paper article. To bigin my opinion about the computer effects are wast time. Many people wast time computers like fat people insted by insted by in the computer go and run or exercising. Insted be computer go out ur girlfriend or family or family or friends to have fun. So be incomputer to long is bad many kids wach bad stuff like for adults. Is good to be in computer but not to long. To start you shod agree with me becasue my detailed and my reason. My resons are many airs the bas stuff like porn. Many kids wach that it ruins ther mainly and the futur. They get addicted to that watching. So people that use computer for good stuff its old for mids for good ganes of good. This are my detailed and resons for yor with me. To bigin and going to organize my ideas and well and present them clearly. It good to be at the computer but not the long insted go out plat and exersus. abd yor can enjoy life insted be in computer. The bad things many kids wach bad stuff and cmputer has relly bad staff. The computer is use for evrye thing this days. This how organize my ideas. In conclusion this are my ideas for the news papaer. Ols I state my opinion on computer effects. I give detailed and resons that will persuade local news paper and to agree with me. Think I organize my ideas as much present them clearly. This are my ideas so could new papaer to se computers effects.,4,My three detaileds news paper article one state opinion effects computers  Seconde give detailed resons persuade local newspaper agree yor postition  This three ideas news paper article  To bigin opinion computer effects wast time  Many people wast time computers like fat people insted insted computer go run exercising  Insted computer go ur girlfriend family family friends fun  So incomputer long bad many kids wach bad stuff like adults  Is good computer long  To start shod agree becasue detailed reason  My resons many airs bas stuff like porn  Many kids wach ruins ther mainly futur  They get addicted watching  So people use computer good stuff old mids good ganes good  This detailed resons yor  To bigin going organize ideas well present clearly  It good computer long insted go plat exersus  abd yor enjoy life insted computer  The bad things many kids wach bad stuff cmputer relly bad staff  The computer use evrye thing days  This organize ideas  In conclusion ideas news papaer  Ols I state opinion computer effects  I give detailed resons persuade local news paper agree  Think I organize ideas much present clearly  This ideas could new papaer se computers effects ,1286,307,25,4.188925081433225,40,81,57,35,12
14,15,1,"Dear, In this world today we should have everyone useing computers. Computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Today computers are like the worlds biggest book of knowledge. everything you need to know is in a computer. You can look up faraway places, and zap theres everything you need to know write in front of you. Computers are fast and easy, everyone can use them. Today kids are so addicted to computers everyday they are on them. There are so many websites that kids and teens go on, like and facebook ect. on these websites kids as young as ten years old are chatting with friends and putting up pictures. Thers is also webchat websites that allow you to use a webcame and talk to people anywhere in the world. Computers are a great way to get in touch with people. Everyone should have a computer in there home today.",4,Dear  In world today everyone useing computers  Computers positive effect people  They teach handeye coordination  give people ability learn faraway places people  even allow people talk online people  Today computers like worlds biggest book knowledge  everything need know computer  You look faraway places  zap theres everything need know write front  Computers fast easy  everyone use  Today kids addicted computers everyday  There many websites kids teens go  like facebook ect  websites kids young ten years old chatting friends putting pictures  Thers also webchat websites allow use webcame talk people anywhere world  Computers great way get touch people  Everyone computer home today ,789,176,13,4.482954545454546,16,55,31,15,10
15,16,1,"Dear The computer blinked to life and an image of a blonde haired girl filled the screen. It was easy to find out how life was in thanks to the actual girl explaining it. Going to the library wouldn't have filled one with this priceless information and human interection. Computers are a nessessity of life if soceity wishes to grow and expand. They should be supported because they teach hand eye coordination, give people the ability to learn about faraway places, and allow people to talk to others online. Firstly, computers help teach hand eye coordination. Hand-eye coordination is a useful ability that is usod to excel in sports. In a recent survey, of kids felt their hand eye coordination improves after computer use. Even a simple thing like tying can build up this skill. Famous neurologist stated in an article last week that, ""@CAPS3 and computer strength the When on the computer, you automatically process what the eyes see into a command for your hands."" hand eye coordination can improve people in sports such as baseball and basketball. If someone wan't to become better in these sports, all they'd need to do was turn on the computer. Once people become better at sports, they're more likely to play them and become more healthy. In reality, computers can help with exercising instead of decreasing it. Additionaly, computers allow people to access information about faraway places and people. If someone wanted to reasearch all they'd need to do was type in a search would be presented to them in it would link forever to search through countless things. Also, having the ability to learn about cultures can make peole peole and their cultures, they understand others something. Increase tolerance people are. Computers are a resourceful tool that they can help people in every different aspect of life. Lastly, computer and in technology can allow people to chat. Computer chat and video chat can help the all different nations. Bring on good terms places other than can help us understand story comes out about something that happend in people can just go on their computer and ask an actual citizen their take on the matter. Also, video chat and online conversation can cut down on expensive phone bills. No one wants to pay more than they have to in this economy. Another good point is that you can acess family members you scaresly visit. It can help you connect within your own family more. Oviously, computers are a useful aid in todays era. their advancements push the world foreward to a better place. Computers can help people because they help teach handeye coordination, give people the bility to learn about faraway places and people, and allow people to talk online with others. Think of a world with no computers or technologicall advancements. The world would be sectored and unified, contact between people scare, and information even. The internet is like thousands or librarys put together. Nobody would know much about other nations and news would travel slower. Is that the kind of palce you want people to live in?",10,Dear The computer blinked life image blonde haired girl filled screen  It easy find life thanks actual girl explaining  Going library would nt filled one priceless information human interection  Computers nessessity life soceity wishes grow expand  They supported teach hand eye coordination  give people ability learn faraway places  allow people talk others online  Firstly  computers help teach hand eye coordination  Handeye coordination useful ability usod excel sports  In recent survey  kids felt hand eye coordination improves computer use  Even simple thing like tying build skill  Famous neurologist stated article last week    CAPS computer strength When computer  automatically process eyes see command hands   hand eye coordination improve people sports baseball basketball  If someone wa nt become better sports  d need turn computer  Once people become better sports  re likely play become healthy  In reality  computers help exercising instead decreasing  Additionaly  computers allow people access information faraway places people  If someone wanted reasearch d need type search would presented would link forever search countless things  Also  ability learn cultures make peole peole cultures  understand others something  Increase tolerance people  Computers resourceful tool help people every different aspect life  Lastly  computer technology allow people chat  Computer chat video chat help different nations  Bring good terms places help us understand story comes something happend people go computer ask actual citizen take matter  Also  video chat online conversation cut expensive phone bills  No one wants pay economy  Another good point acess family members scaresly visit  It help connect within family  Oviously  computers useful aid todays era  advancements push world foreward better place  Computers help people help teach handeye coordination  give people bility learn faraway places people  allow people talk online others  Think world computers technologicall advancements  The world would sectored unified  contact people scare  information even  The internet like thousands librarys put together  Nobody would know much nations news would travel slower  Is kind palce want people live ,2479,523,34,4.739961759082218,35,157,102,39,23
16,17,1,"Dear Local Newspaper, I belive that computers have a negative effect on peoples lives. I belive this because who spend to much time on the computer don't get out as much as they should, don't spend enough time with their family, and the computer can't do everything. My first reason is I belive that people need to get out more. When they don't get out, they don't exersise and that is very unhealthy. Instead of watching the games or the scores they should get out and play the game. I also belive that they should enjoy nature because I feel like they are wasting the beauty of nature all around them. We wouldn't want to waste our abilities and privalges would we? Another reason is that they do not spend enough time with family. If you have family near you, then you should take advantage of that and interact with one another. You can have fun with your family by playing games. You can also have fun by just hanging out, which boost your social skills and the computer can't always do that, which brings me to my next point. The computer can't do everything, so take advantage of what you have now. Some computer time is fine, but it can be very dangerous by getting addictted to it. The computer have lots of information, but there is nothing that you can't find in a book. Your computer can't love your dog, so there is a reason why we should get off the computer. There are pleanty of other things that you can do that you can't do on the computer, including sports, taking care of family, and any of your hobbys. Remember that the computer be great from time to time, but it can not live your life for you. That is why I belive that we should spend less time on the computer, and more time getting out, and having fun with family, and that the the computer can't do everything.",6,Dear Local Newspaper  I belive computers negative effect peoples lives  I belive spend much time computer nt get much  nt spend enough time family  computer ca nt everything  My first reason I belive people need get  When nt get  nt exersise unhealthy  Instead watching games scores get play game  I also belive enjoy nature I feel like wasting beauty nature around  We would nt want waste abilities privalges would  Another reason spend enough time family  If family near  take advantage interact one another  You fun family playing games  You also fun hanging  boost social skills computer ca nt always  brings next point  The computer ca nt everything  take advantage  Some computer time fine  dangerous getting addictted  The computer lots information  nothing ca nt find book  Your computer ca nt love dog  reason get computer  There pleanty things ca nt computer  including sports  taking care family  hobbys  Remember computer great time time  live life  That I belive spend less time computer  time getting  fun family  computer ca nt everything ,1408,345,18,4.081159420289855,11,69,74,19,23
17,18,1,"Dear Local Newspaper, I must admit that the experts are centainly right cause I know people that stay on the computer all day and thats really not good if you ask me. Instead of being on computers learning about faraway places, and talking to other people, you should go exercising, you should relax, and you should interact with family and friends. Exercising is much more better than being on a computer, and I say that to say this. When your on a computer just sitting there playing online games and checking other things out, or whatever the case be, you get board, and hungry, and I know theres some snacks around you while your doing whatever your doing. Instead of being on a computer for or hours or maybe even all day getting fat. There are many ways you can exercise. You can take walks, you can go joggin, you could play a sport, I mean there are a lot of things you can do when your not on a computer. I know some people that could be workin all day and still come home to there computer. Rest is good also. You don't always have to jump on your computer, you could just relax watch a movie, eat some pop corn and just enjoy yourself, you could even take a nap for a little while or something but you don't always have to get straight on your computer if you really don't have to use it. The way I see it is family, and computers are always going to be there but at the same time which one is more important. Friends aren't always dependable so you really don't need them around only a selected few, but thats not the point. Both family, and your true friends have feelings, and if your not spending time with them over a computer that your gonna have when you leave, and come back home too something isn't right. Tomorrow isn't promised, we live for today. So enjoy life while you got the chance, and spend time doing something active, with family and friends, and if your really into computers, try to balance your time out.",6,Dear Local Newspaper  I must admit experts centainly right cause I know people stay computer day thats really good ask  Instead computers learning faraway places  talking people  go exercising  relax  interact family friends  Exercising much better computer  I say say  When computer sitting playing online games checking things  whatever case  get board  hungry  I know theres snacks around whatever  Instead computer hours maybe even day getting fat  There many ways exercise  You take walks  go joggin  could play sport  I mean lot things computer  I know people could workin day still come home computer  Rest good also  You nt always jump computer  could relax watch movie  eat pop corn enjoy  could even take nap little something nt always get straight computer really nt use  The way I see family  computers always going time one important  Friends nt always dependable really nt need around selected  thats point  Both family  true friends feelings  spending time computer gon na leave  come back home something nt right  Tomorrow nt promised  live today  So enjoy life got chance  spend time something active  family friends  really computers  try balance time ,1528,372,15,4.10752688172043,7,76,77,24,38
18,19,1,I aegre waf the evansmant ov tnachnolage. The evansmant ov tnachnolige is being to halp fined a kohar froi alnsas. Tnanchnolage waf ont ot we wod not go to the moon. Tnachnologe evans as we maech at. The people are in tnacholege to the frchr fror the good ov live. Famas invanyor ues tnacholage leki lena orde dvanse and his fling mashine. Tnachologe is the grat,2,I aegre waf evansmant ov tnachnolage  The evansmant ov tnachnolige halp fined kohar froi alnsas  Tnanchnolage waf ont ot wod go moon  Tnachnologe evans maech  The people tnacholege frchr fror good ov live  Famas invanyor ues tnacholage leki lena orde dvanse fling mashine  Tnachologe grat,291,66,7,4.409090909090909,33,25,14,5,1
19,20,1,"Well computers can be a good or a bad thing. I don'@CAPS1 realy see computers can be a bad thing for me. I also know computers can or will help people all around the world. I think computers has positive effects on people like me. Computers teaches hand-eye coordination. It can help if you need to find out reasearch for a school project. You can create lots of things on computers like music, desiner logos, banners and lots of other creative things. With computer you can look up available homes and apartments. You can even go online and fill out a job application and save trips to stores cool is that!! Well im a regular person not rich not famous but computers provide lot of information people use today. Thats why I think that computers has a positive effects on people and you don'@CAPS1 have to be super smart to use one.",4,Well computers good bad thing  I   CAPS realy see computers bad thing  I also know computers help people around world  I think computers positive effects people like  Computers teaches handeye coordination  It help need find reasearch school project  You create lots things computers like music  desiner logos  banners lots creative things  With computer look available homes apartments  You even go online fill job application save trips stores cool   Well im regular person rich famous computers provide lot information people use today  Thats I think computers positive effects people   CAPS super smart use one ,662,155,11,4.2709677419354835,8,47,26,15,9
20,21,1,"Dear of the daily, I am writing you to address the issue of computers in our society today. Each day new discoverys are made from the people that use computers in our society, however many people say that computers are harmful to are communtiy. Today I am going to convince you and society that computers are not as much as on issue as some people say they are. To begin with discoverys in our nation have been advancing rapidly. Each day new discoverys are benefiting our society however they are only being made possible by the help of computers. Without computers some for dieseases would have never been discovered and more people. Would have died. Secondly, computers have also increased medical care and have been the cave between life or death. Finnaly, computers help speed up production rates of cars household neccessitys, and many more objects. Have you ever been bored at home and looking for something to do on that dark, rainy, chilly night? Yes, exactly what I thought well the new technology advances in social-networking can even help the most bored and lonelyest people and give them something to do. Even if your just looking to talk to someone you can easily do that on the internet. So you people out there looking for that special someone will always be able to look somewhere. With all the social networks like twitter, myspace, facebook, and youtube you will always have something to do. During this economic recestion it seems that finding a job is so hard, however the internet comes to the rescue yet again. The internet can help you find a job twice if not three times as fast. Many people also speed up their word by using the computer. With microsoft things are lot easier to do work that you need to make up I hope that everyone can understand how much the computer help you, rather then hurt you. of the newspaper, I hope you and the rest of the community can see that computer help you more that they hurt you. Thank you very much for your time and effort that you put in to listen to me.",6,Dear daily  I writing address issue computers society today  Each day new discoverys made people use computers society  however many people say computers harmful communtiy  Today I going convince society computers much issue people say  To begin discoverys nation advancing rapidly  Each day new discoverys benefiting society however made possible help computers  Without computers dieseases would never discovered people  Would died  Secondly  computers also increased medical care cave life death  Finnaly  computers help speed production rates cars household neccessitys  many objects  Have ever bored home looking something dark  rainy  chilly night  Yes  exactly I thought well new technology advances socialnetworking even help bored lonelyest people give something  Even looking talk someone easily internet  So people looking special someone always able look somewhere  With social networks like twitter  myspace  facebook  youtube always something  During economic recestion seems finding job hard  however internet comes rescue yet  The internet help find job twice three times fast  Many people also speed word using computer  With microsoft things lot easier work need make I hope everyone understand much computer help  rather hurt  newspaper  I hope rest community see computer help hurt  Thank much time effort put listen ,1624,364,20,4.461538461538462,16,79,75,28,38
21,22,1,Dear local Newspaper a take all your computer and given to the people around the world for the can stay in their houses chating with their family and friend. Computers help people around the world to connect with other people computer help kids do their homework and look up staff that happen around the world.,1,Dear local Newspaper take computer given people around world stay houses chating family friend  Computers help people around world connect people computer help kids homework look staff happen around world ,254,55,2,4.618181818181818,2,19,8,2,1
22,23,1,"Dear local newspaper, you ever see a child on the computer for hours and nothing could get them off? Well I believe that this is very harmful for the child since it doesn't allow them to exersice, interact face to face with people or use their minds to the best of their The more and more we advance in society we get laziar and forget to about these essential things. I think taking a step back from using computers could benefit society more than using them. Obesity in the is at its highest of kids in the agree that they only exersice once a week and would rather spend time on the computer. Think of this, of kids. Thats more than of children. I took the and compared it in children who don't the benefit of this technology. I learned that of children there exersice only once a week. That's for less what these computers are doing to of children are overweight and of them develope heart of blood problems as adults. I by exercise in to go and play with friends or bike, or go for a jog. It doesn't sound hard does it? If we make a to spend this than on computers I think we can reduce this obesity amount and I believe ran as on overall country. On the computer we have popular websites like and More websites allow you interact with people over the island. This could be in more ways than one. These computer websites are allowing anyone to talk in people who could have the interest in mind. More than out of people in my school say they have one of these accounts and have personal posted on them. With this personal info, could and with these websites the crime rate has gone up Also, these websites cause people to their social skills. People spend hours on these websites talking to people and forget how to talk face to face. of students say they would say something online that they wouldn't say to someone's face. This creates more problems in schools and could possibly make someone hurt someone else or themselves. I've heard all over the news about suicides and because of computers and I believe with less of them people would spend more time with their family and or nation would be closer and safer. Computers dont allow you to explore nature and use your mind to the best of its ability. Computers make it easy and I myself, think it makes me laziar because it allow me to read a book there or read about other people, instead of going to a library and getting a book. Computers take away time to actually use your mind and problem solve in real life solution. There's years and I've learned I can be on the computer for hours playing them and not realize it at all. Without them, would make a difference. Kids are living through computers and we can change them.",8,Dear local newspaper  ever see child computer hours nothing could get  Well I believe harmful child since nt allow exersice  interact face face people use minds best The advance society get laziar forget essential things  I think taking step back using computers could benefit society using  Obesity highest kids agree exersice week would rather spend time computer  Think  kids  Thats children  I took compared children nt benefit technology  I learned children exersice week  That s less computers children overweight develope heart blood problems adults  I exercise go play friends bike  go jog  It nt sound hard  If make spend computers I think reduce obesity amount I believe ran overall country  On computer popular websites like More websites allow interact people island  This could ways one  These computer websites allowing anyone talk people could interest mind  More people school say one accounts personal posted  With personal info  could websites crime rate gone Also  websites cause people social skills  People spend hours websites talking people forget talk face face  students say would say something online would nt say someone s face  This creates problems schools could possibly make someone hurt someone else  I ve heard news suicides computers I believe less people would spend time family nation would closer safer  Computers dont allow explore nature use mind best ability  Computers make easy I  think makes laziar allow read book read people  instead going library getting book  Computers take away time actually use mind problem solve real life solution  There s years I ve learned I computer hours playing realize  Without  would make difference  Kids living computers change ,2143,508,27,4.218503937007874,23,110,94,34,23
23,24,1,"Dear local newspaper, I've heard that not many people think computers benefit society. I disagree with that. Computers benefit society by teaching hand-eye coordination, allowing people to learn about foregin places, and allow people to communicate with others online. Some people were basically born with hand-eye coordination, but most people weren't, like me, for example. But, thanks to computers, my hand-eye coordination has gone up! ""On average, computers can increase a persons hand-eye coordination by up to says Think of it, just by learning to tye, your hand-eye coordination can go up That's amazing! Having good hand-eye coordination will get you far in life, and helps with small, everyday things such as playing an instrument, or doing household chores. It also helps in sports. You need good hand-eye coordination to throw, catch, and aim. If more people spend more time on the computer, then the population's hand-eye coordination would increase, and who wouldn't want thats. Have you ever heard of It is a country in that no one really knows much about. By looking it up on the computer, you can become an expert on the country! The computer gives us access to a lot of knowledge, and will make us more of people around the world. This can improve our travel. Instead of going to the same place every vacation, you can go to a place you saw online that looks just as exciting. Also, by learning about other countries and the people in them, we gain respect for them. We also learn about their traditions, and culture. ""The internet gives us access to the world,"" says ""we can learn so many new things that will make us more of people, countries, and the environment."" is right, we can also be aware of the environment. Since global warming is a problem, we can learn how o preserve foreign places by learning about them on the internet. With a click of a mouse you can virtually have the whose world at your fingertips! In a recent study of people said they don't have time to meet with old friends. The internet, however has made it quick and easy to talk to people online. Websites like and can keep your social life in tact, and can even reunite yu with old friends. For example, suggest family. You can keep in touch wih many people trough Also, you can make new friends. Most teens say they are always willing to meet new people, and the internet is a great way to do so! Sites like and can can help you find friends by connecting you in a chat room to a random person, just to talk. I once talked with someone on for over an hour! We found that we both have accounts and keep in touch there! This also helps you gain confidence because you have the courage to say something over the computer that you would't say real life. The computer can really amp up your social life. As you can see. computers don't just ""your barain,"" they imprdove hand-eye coordination, help you learn about far away places, and improve your social life by allowing you to talk to others. Computers benefit the society more than anymore will ever know!",9,Dear local newspaper  I ve heard many people think computers benefit society  I disagree  Computers benefit society teaching handeye coordination  allowing people learn foregin places  allow people communicate others online  Some people basically born handeye coordination  people nt  like  example  But  thanks computers  handeye coordination gone   On average  computers increase persons handeye coordination says Think  learning tye  handeye coordination go That s amazing  Having good handeye coordination get far life  helps small  everyday things playing instrument  household chores  It also helps sports  You need good handeye coordination throw  catch  aim  If people spend time computer  population s handeye coordination would increase  would nt want thats  Have ever heard It country one really knows much  By looking computer  become expert country  The computer gives us access lot knowledge  make us people around world  This improve travel  Instead going place every vacation  go place saw online looks exciting  Also  learning countries people  gain respect  We also learn traditions  culture   The internet gives us access world   says  learn many new things make us people  countries  environment   right  also aware environment  Since global warming problem  learn preserve foreign places learning internet  With click mouse virtually whose world fingertips  In recent study people said nt time meet old friends  The internet  however made quick easy talk people online  Websites like keep social life tact  even reunite yu old friends  For example  suggest family  You keep touch wih many people trough Also  make new friends  Most teens say always willing meet new people  internet great way  Sites like help find friends connecting chat room random person  talk  I talked someone hour  We found accounts keep touch  This also helps gain confidence courage say something computer wouldt say real life  The computer really amp social life  As see  computers nt  barain   imprdove handeye coordination  help learn far away places  improve social life allowing talk others  Computers benefit society anymore ever know ,2415,557,35,4.33572710951526,19,140,103,47,34
24,25,1,"Dear off, I beileve that computers are very helpfull to many people by looking up information, or talking to friends. Although many kids should be spending their time outside, the computer is a well-occupied environment that helps kids learn and interact with others. I believe kids should have the right to stay on the computer as long as they desire. Although, they should always make time go outside, hang out with friends, ect. The computer be fun but its always important to get outside and enjoy nature. Another reason why students should not spend all their time on the computer is because of their health. If a child gets addicted to the computer it will affect how he interacts with other and do serious damage to their brain. Although, I believe children should have the right on the computer, it's always important to spend time outside enjoying nature. Another reason why I think children should have the right to the computer is because of the information they learn and discover. Many kids grow up to have a career in computer makings or program designing. Some kids have their education online or to teach others. The computer is a non-stop generation of intelligence based to help people learn, play and discover. Many people have dream to one day build a computer or make new programs. All students should have the right to spend time on the computer but also to save time to spend outside and with friends. Everyone has their own perspective on how they think and if staying on the computer all day is a good thing. I do not think kids should do this because it might affect their health and how other think of them.",6,Dear  I beileve computers helpfull many people looking information  talking friends  Although many kids spending time outside  computer welloccupied environment helps kids learn interact others  I believe kids right stay computer long desire  Although  always make time go outside  hang friends  ect  The computer fun always important get outside enjoy nature  Another reason students spend time computer health  If child gets addicted computer affect interacts serious damage brain  Although  I believe children right computer  s always important spend time outside enjoying nature  Another reason I think children right computer information learn discover  Many kids grow career computer makings program designing  Some kids education online teach others  The computer nonstop generation intelligence based help people learn  play discover  Many people dream one day build computer make new programs  All students right spend time computer also save time spend outside friends  Everyone perspective think staying computer day good thing  I think kids might affect health think ,1319,291,16,4.5326460481099655,10,74,59,19,13
25,26,1,"Do you think that computers are useless? Or do you think they could be useful in many ways? I remember my older sister had to do some research on the computer gave her all of the information she needed. The issue to grapple with is, more and more people use computers, but not everyone agrees that this benefits society. I strongly think that does benifit society in many ways! Heres why, the computer allows you to get in touch with friends, research people, places or things, and relax and enjoy playing on a fun, entertaining website! My first reason is that allows you to talk to family or friends so you all get back in touch if a friend of yours moved to a diffrent state, then you can easily get back in touch straight from the computer. ""@CAPS2's nice to send emails or pictures to friends, but if you do from the computer then gets done so much faster!"" one of my neighbors. My next reason is that you can research anything you want like people, places or things and all refferances will come up. is good to research for any projects, or school assignments you have. I remember my brother was working on his project. Everything he had trouble with, he found directly on the computer! My final reason is that there are alot of fun and exciting websites that you can relax and play on! These websites can keep you busy, and you wont be bored while playing! ""@CAPS4 im bored I go on the computer and play games, that I find on my younger cousin, Computers make people become adicted to them. Yes but, you will be learning some interesting things on how the internet works. More and more people use computers, but not everyone agrees that this benefits society. I strongly beleive that they do benefit society, heres why you can get in touch with people, you can research, and play fun games! now or never to decide what you think! Call me and we will talk this through.",7,Do think computers useless  Or think could useful many ways  I remember older sister research computer gave information needed  The issue grapple  people use computers  everyone agrees benefits society  I strongly think benifit society many ways  Heres  computer allows get touch friends  research people  places things  relax enjoy playing fun  entertaining website  My first reason allows talk family friends get back touch friend moved diffrent state  easily get back touch straight computer    CAPS s nice send emails pictures friends  computer gets done much faster   one neighbors  My next reason research anything want like people  places things refferances come  good research projects  school assignments  I remember brother working project  Everything trouble  found directly computer  My final reason alot fun exciting websites relax play  These websites keep busy  wont bored playing    CAPS im bored I go computer play games  I find younger cousin  Computers make people become adicted  Yes  learning interesting things internet works  More people use computers  everyone agrees benefits society  I strongly beleive benefit society  heres get touch people  research  play fun games  never decide think  Call talk ,1485,345,21,4.304347826086956,15,85,73,19,15
26,27,1,"Computers a good because you can get infermation, you can play games, you can get pictures, But when you on the computer you might find something or someone that is bad or is viris. If ther is a vris you might want shut off the computers so it does not get worse. The are websites for kids, like games, there are teen games, there are adult games. Also pictures are bad for kids because most of the time they lead to inapropreit pictures. You should only look up infermation that you need not things like wepons or knifes. Also there are differnt kinds of companies like is a good place to get computers so is",2,Computers good get infermation  play games  get pictures  But computer might find something someone bad viris  If ther vris might want shut computers get worse  The websites kids  like games  teen games  adult games  Also pictures bad kids time lead inapropreit pictures  You look infermation need things like wepons knifes  Also differnt kinds companies like good place get computers,484,115,6,4.208695652173913,13,25,24,10,8
